name,sex,age,height,weight,bmi,country,year,season,host country,sport,event,medal
Lutz Altepost,M,26.0,193.0,92.0,24.7,Germany,2008,Summer,China,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
Livia Altmann,F,19.0,165.0,64.0,23.51,Switzerland,2014,Winter,Russia,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
"Eduardo C. ""Eddy"" Alvarez",M,24.0,175.0,72.0,23.51,United States of America,2014,Winter,Russia,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver
Lzaro Jorge lvarez Estrada,M,21.0,173.0,60.0,20.05,Cuba,2012,Summer,United Kingdom,Boxing,Boxing Men's Bantamweight,Bronze
Lzaro Jorge lvarez Estrada,M,25.0,173.0,60.0,20.05,Cuba,2016,Summer,Brazil,Boxing,Boxing Men's Lightweight,Bronze
Yuri Alvear Orjuela,F,26.0,176.0,70.0,22.6,Colombia,2012,Summer,United Kingdom,Judo,Judo Women's Middleweight,Bronze
Yuri Alvear Orjuela,F,30.0,176.0,70.0,22.6,Colombia,2016,Summer,Brazil,Judo,Judo Women's Middleweight,Silver
Thiago Soares Alves,M,25.0,194.0,88.0,23.38,Brazil,2012,Summer,United Kingdom,Volleyball,Volleyball Men's Volleyball,Silver
Mohamed Aly Reda,M,29.0,190.0,91.0,25.21,Egypt,2004,Summer,Greece,Boxing,Boxing Men's Super-Heavyweight,Silver
Ivan Vladimirovich Alypov,M,23.0,169.0,60.0,21.01,Russia,2006,Winter,Italy,Cross Country Skiing,Cross Country Skiing Men's Team Sprint,Bronze
Catello Amarante,M,24.0,177.0,73.0,23.3,Italy,2004,Summer,Greece,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
"Pablo ""Pol"" Amat Escud",M,30.0,183.0,78.0,23.29,Spain,2008,Summer,China,Hockey,Hockey Men's Hockey,Silver
"Efetobore ""Efe"" Ambrose Emuobo",M,19.0,187.0,70.0,20.02,Nigeria,2008,Summer,China,Football,Football Men's Football,Silver
Sbastien Amiez,M,29.0,180.0,87.0,26.85,France,2002,Winter,United States,Alpine Skiing,Alpine Skiing Men's Slalom,Silver
Salvatore Amitrano,M,28.0,184.0,73.0,21.56,Italy,2004,Summer,Greece,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
Simon Ammann,M,20.0,171.0,55.0,18.81,Switzerland,2002,Winter,United States,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Gold
Simon Ammann,M,20.0,171.0,55.0,18.81,Switzerland,2002,Winter,United States,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Gold
Simon Ammann,M,28.0,171.0,55.0,18.81,Switzerland,2010,Winter,Canada,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Gold
Simon Ammann,M,28.0,171.0,55.0,18.81,Switzerland,2010,Winter,Canada,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Gold
"Anthony Lewis ""Tony"" Amonte",M,31.0,183.0,91.0,27.17,United States of America,2002,Winter,United States,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
Vanessa Amors Quiles,F,29.0,165.0,62.0,22.77,Spain,2012,Summer,United Kingdom,Handball,Handball Women's Handball,Bronze
Nijel Carlos Amilfitano Amos,M,18.0,179.0,60.0,18.73,Botswana,2012,Summer,United Kingdom,Athletics,Athletics Men's 800 metres,Silver
Roman Amoyan,M,24.0,158.0,55.0,22.03,Armenia,2008,Summer,China,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Bronze
Marwa Al-Amri,F,27.0,160.0,58.0,22.66,Tunisia,2016,Summer,Brazil,Wrestling,"Wrestling Women's Lightweight, Freestyle",Bronze
Stanley Amuzie,M,20.0,171.0,85.0,29.07,Nigeria,2016,Summer,Brazil,Football,Football Men's Football,Bronze
An Ba-Ul,M,22.0,169.0,66.0,23.11,South Korea,2016,Summer,Brazil,Judo,Judo Men's Half-Lightweight,Silver
An Jeong-Hwa,F,27.0,162.0,62.0,23.62,South Korea,2008,Summer,China,Handball,Handball Women's Handball,Bronze
An Kum-Ae,F,28.0,160.0,52.0,20.31,South Korea,2008,Summer,China,Judo,Judo Women's Half-Lightweight,Silver
An Kum-Ae,F,32.0,160.0,52.0,20.31,South Korea,2012,Summer,United Kingdom,Judo,Judo Women's Half-Lightweight,Gold
Viktor An,M,20.0,170.0,65.0,22.49,South Korea,2006,Winter,Italy,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,Bronze
Viktor An,M,20.0,170.0,65.0,22.49,South Korea,2006,Winter,Italy,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",Gold
Viktor An,M,20.0,170.0,65.0,22.49,South Korea,2006,Winter,Italy,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres",Gold
Viktor An,M,20.0,170.0,65.0,22.49,South Korea,2006,Winter,Italy,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold
Viktor An,M,28.0,170.0,65.0,22.49,Russia,2014,Winter,Russia,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,Gold
Viktor An,M,28.0,170.0,65.0,22.49,Russia,2014,Winter,Russia,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",Gold
Viktor An,M,28.0,170.0,65.0,22.49,Russia,2014,Winter,Russia,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres",Bronze
Viktor An,M,28.0,170.0,65.0,22.49,Russia,2014,Winter,Russia,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold
An Yulong,M,23.0,173.0,70.0,23.39,China,2002,Winter,United States,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze
Mario Ani,M,20.0,195.0,84.0,22.09,Croatia,2004,Summer,Greece,Tennis,Tennis Men's Doubles,Bronze
milie Andol,F,28.0,170.0,97.0,33.56,France,2016,Summer,Brazil,Judo,Judo Women's Heavyweight,Gold
"Stefan ""Steve"" Anderhub",M,31.0,187.0,104.0,29.74,Switzerland,2002,Winter,United States,Bobsleigh,Bobsleigh Men's Two,Silver
Anne Dsane Andersen,F,23.0,183.0,86.0,25.68,Denmark,2016,Summer,Brazil,Rowing,Rowing Women's Coxless Pairs,Bronze
Kristine Andersen,F,28.0,172.0,72.0,24.34,Denmark,2004,Summer,Greece,Handball,Handball Women's Handball,Gold
Mads Christian Kruse Andersen,M,30.0,187.0,75.0,21.45,Denmark,2008,Summer,China,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
nderson Lus de Abreu Oliveira,M,20.0,176.0,77.0,24.86,Brazil,2008,Summer,China,Football,Football Men's Football,Bronze
Anderson de Oliveira Rodrigues,M,30.0,190.0,95.0,26.32,Brazil,2004,Summer,Greece,Volleyball,Volleyball Men's Volleyball,Gold
Anderson de Oliveira Rodrigues,M,34.0,190.0,95.0,26.32,Brazil,2008,Summer,China,Volleyball,Volleyball Men's Volleyball,Silver
Alyssa Jean Anderson,F,21.0,173.0,64.0,21.38,United States of America,2012,Summer,United Kingdom,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
Brett Franklin Anderson,M,20.0,193.0,104.0,27.92,United States of America,2008,Summer,China,Baseball,Baseball Men's Baseball,Bronze
Craig Anthony Anderson,M,23.0,187.0,86.0,24.59,Australia,2004,Summer,Greece,Baseball,Baseball Men's Baseball,Silver
Haley Danita Anderson,F,20.0,178.0,68.0,21.46,United States of America,2012,Summer,United Kingdom,Swimming,Swimming Women's 10 kilometres Open Water,Silver
Jamie Louise Anderson,F,23.0,160.0,54.0,21.09,United States of America,2014,Winter,Russia,Snowboarding,Snowboarding Women's Slopestyle,Gold
Jasey-Jay Anderson,M,34.0,178.0,80.0,25.25,Canada,2010,Winter,Canada,Snowboarding,Snowboarding Men's Parallel Giant Slalom,Gold
"Matthew John ""Matt"" Anderson",M,29.0,202.0,100.0,24.51,United States of America,2016,Summer,Brazil,Volleyball,Volleyball Men's Volleyball,Bronze
Anna Christina Andersson,F,20.0,169.0,63.0,22.06,Sweden,2002,Winter,United States,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
Cecilia Christine Elisabeth Andersson,F,23.0,179.0,74.0,23.1,Sweden,2006,Winter,Italy,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
Gunilla Victoria Andersson,F,26.0,169.0,69.0,24.16,Sweden,2002,Winter,United States,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
Gunilla Victoria Andersson,F,30.0,169.0,69.0,24.16,Sweden,2006,Winter,Italy,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
Jonna Andersson,F,23.0,167.0,61.0,21.87,Sweden,2016,Summer,Brazil,Football,Football Women's Football,Silver
Kim Verner Andersson,M,29.0,200.0,105.0,26.25,Sweden,2012,Summer,United Kingdom,Handball,Handball Men's Handball,Silver
Lina Marie Andersson,F,24.0,158.0,58.0,23.23,Sweden,2006,Winter,Italy,Cross Country Skiing,Cross Country Skiing Women's Team Sprint,Gold
Erik Mattias Andersson,M,34.0,186.0,95.0,27.46,Sweden,2012,Summer,United Kingdom,Handball,Handball Men's Handball,Silver
Kozue Ando,F,30.0,164.0,57.0,21.19,Japan,2012,Summer,United Kingdom,Football,Football Women's Football,Silver
Yuya Ando,M,26.0,183.0,89.0,26.58,Japan,2004,Summer,Greece,Baseball,Baseball Men's Baseball,Bronze
Gunn Margit Aas Andreassen,F,28.0,177.0,60.0,19.15,Norway,2002,Winter,United States,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Silver
Andria Suntaque,F,26.0,175.0,65.0,21.22,Brazil,2004,Summer,Greece,Football,Football Women's Football,Silver
Andria Suntaque,F,30.0,175.0,65.0,21.22,Brazil,2008,Summer,China,Football,Football Women's Football,Silver
Frode Andresen,M,28.0,191.0,76.0,20.83,Norway,2002,Winter,United States,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
Frode Andresen,M,32.0,191.0,76.0,20.83,Norway,2006,Winter,Italy,Biathlon,Biathlon Men's 10 kilometres Sprint,Bronze
Scott Andrews,M,24.0,175.0,85.0,27.76,United Kingdom,2014,Winter,Russia,Curling,Curling Men's Curling,Silver
Valeriy Oleksandrovych Andriitsev,M,25.0,181.0,97.0,29.61,Ukraine,2012,Summer,United Kingdom,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver
Yekaterina Sergeyevna Andryushina,F,22.0,185.0,70.0,20.45,Russia,2008,Summer,China,Handball,Handball Women's Handball,Silver
Robert Sebastian Andrzejuk,M,33.0,179.0,75.0,23.41,Poland,2008,Summer,China,Fencing,"Fencing Men's epee, Team",Silver
Matteo Anesi,M,21.0,185.0,81.0,23.67,Italy,2006,Winter,Italy,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),Gold
Nadine Marejke Angerer,F,29.0,174.0,70.0,23.12,Germany,2008,Summer,China,Football,Football Women's Football,Bronze
Tobias Angerer,M,24.0,179.0,72.0,22.47,Germany,2002,Winter,United States,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze
Tobias Angerer,M,28.0,179.0,72.0,22.47,Germany,2006,Winter,Italy,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,Bronze
Tobias Angerer,M,28.0,179.0,72.0,22.47,Germany,2006,Winter,Italy,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
Tobias Angerer,M,32.0,179.0,72.0,22.47,Germany,2010,Winter,Canada,Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,Silver
Victor Chinedu Anichebe,M,20.0,192.0,94.0,25.5,Nigeria,2008,Summer,China,Football,Football Men's Football,Silver
Marina Vyacheslavovna Anissina (-Dzhigurda),F,26.0,162.0,52.0,19.81,France,2002,Winter,United States,Figure Skating,Figure Skating Mixed Ice Dancing,Gold
Martin Annen,M,27.0,181.0,98.0,29.91,Switzerland,2002,Winter,United States,Bobsleigh,Bobsleigh Men's Two,Bronze
Martin Annen,M,31.0,181.0,98.0,29.91,Switzerland,2006,Winter,Italy,Bobsleigh,Bobsleigh Men's Two,Bronze
Martin Annen,M,31.0,181.0,98.0,29.91,Switzerland,2006,Winter,Italy,Bobsleigh,Bobsleigh Men's Four,Bronze
Noriko Anno,F,28.0,162.0,76.0,28.96,Japan,2004,Summer,Greece,Judo,Judo Women's Half-Heavyweight,Gold
Roman Sergeyevich Anoshkin,M,28.0,192.0,95.0,25.77,Russia,2016,Summer,Brazil,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Bronze
Sajjad Anoushiravani Hamlabad,M,28.0,192.0,105.0,28.48,Iran,2012,Summer,United Kingdom,Weightlifting,Weightlifting Men's Super-Heavyweight,Silver
Daniela Anschtz-Thoms,F,31.0,165.0,60.0,22.04,Germany,2006,Winter,Italy,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Gold
Daniela Anschtz-Thoms,F,35.0,165.0,60.0,22.04,Germany,2010,Winter,Canada,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Gold
Giselle Anne Ansley,F,24.0,176.0,73.0,23.57,United Kingdom,2016,Summer,Brazil,Hockey,Hockey Women's Hockey,Gold
Dana Antal,F,24.0,170.0,64.0,22.15,Canada,2002,Winter,United States,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
Dborah Jessica Anthonioz,F,31.0,165.0,52.0,19.1,France,2010,Winter,Canada,Snowboarding,Snowboarding Women's Boardercross,Silver
Carmelo Kyan Anthony,M,20.0,203.0,109.0,26.45,United States of America,2004,Summer,Greece,Basketball,Basketball Men's Basketball,Bronze
Carmelo Kyan Anthony,M,24.0,203.0,109.0,26.45,United States of America,2008,Summer,China,Basketball,Basketball Men's Basketball,Gold
Carmelo Kyan Anthony,M,28.0,203.0,109.0,26.45,United States of America,2012,Summer,United Kingdom,Basketball,Basketball Men's Basketball,Gold
Carmelo Kyan Anthony,M,32.0,203.0,109.0,26.45,United States of America,2016,Summer,Brazil,Basketball,Basketball Men's Basketball,Gold
"Michael E. ""Mike"" Anti",M,40.0,173.0,73.0,24.39,United States of America,2004,Summer,Greece,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Silver
"Matthew ""Matt"" Antoine",M,28.0,190.0,84.0,23.27,United States of America,2014,Winter,Russia,Skeleton,Skeleton Men's Skeleton,Bronze
Michele Antonioli,M,25.0,171.0,69.0,23.6,Italy,2002,Winter,United States,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver
Mariela Andrea Antoniska Arrondo,F,29.0,170.0,70.0,24.22,Argentina,2004,Summer,Greece,Hockey,Hockey Women's Hockey,Bronze
Oleg Antonov,M,28.0,198.0,88.0,22.45,Italy,2016,Summer,Brazil,Volleyball,Volleyball Men's Volleyball,Silver
Semyon Sergeyevich Antonov,M,23.0,202.0,97.0,23.77,Russia,2012,Summer,United Kingdom,Basketball,Basketball Men's Basketball,Bronze
Vladislav Nikolayevich Antonov,M,22.0,179.0,80.0,24.97,Russia,2014,Winter,Russia,Luge,Luge Mixed Team Relay,Silver
Olena Anatolivna Antonova,F,36.0,180.0,95.0,29.32,Ukraine,2008,Summer,China,Athletics,Athletics Women's Discus Throw,Bronze
Nataliya Nikolayevna Antyukh,F,23.0,182.0,69.0,20.83,Russia,2004,Summer,Greece,Athletics,Athletics Women's 400 metres,Bronze
Nataliya Nikolayevna Antyukh,F,23.0,182.0,69.0,20.83,Russia,2004,Summer,Greece,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
Nataliya Nikolayevna Antyukh,F,31.0,182.0,69.0,20.83,Russia,2012,Summer,United Kingdom,Athletics,Athletics Women's 400 metres Hurdles,Gold
Nataliya Nikolayevna Antyukh,F,31.0,182.0,69.0,20.83,Russia,2012,Summer,United Kingdom,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
Eref Apak,M,22.0,184.0,120.0,35.44,Turkey,2004,Summer,Greece,Athletics,Athletics Men's Hammer Throw,Bronze
Nikolay Sergeyevich Apalikov,M,29.0,203.0,105.0,25.48,Russia,2012,Summer,United Kingdom,Volleyball,Volleyball Men's Volleyball,Gold
Onyekachi Apam,M,21.0,180.0,79.0,24.38,Nigeria,2008,Summer,China,Football,Football Men's Football,Silver
Katrin Apel,F,28.0,172.0,62.0,20.96,Germany,2002,Winter,United States,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Gold
Katrin Apel,F,32.0,172.0,62.0,20.96,Germany,2006,Winter,Italy,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Silver
Emilia Elisabeth Appelqvist,F,26.0,168.0,65.0,23.03,Sweden,2016,Summer,Brazil,Football,Football Women's Football,Silver
Gillian Mary Apps,F,22.0,180.0,80.0,24.69,Canada,2006,Winter,Italy,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
Gillian Mary Apps,F,26.0,180.0,80.0,24.69,Canada,2010,Winter,Canada,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
Gillian Mary Apps,F,30.0,180.0,80.0,24.69,Canada,2014,Winter,Russia,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
Javier Ignacio Aquino Carmona,M,22.0,165.0,62.0,22.77,Mexico,2012,Summer,United Kingdom,Football,Football Men's Football,Gold
Reyhan Arabacolu,M,21.0,170.0,77.0,26.64,Turkey,2004,Summer,Greece,Weightlifting,Weightlifting Men's Middleweight,Bronze
Lorenzo Aragon Armenteros,M,30.0,163.0,69.0,25.97,Cuba,2004,Summer,Greece,Boxing,Boxing Men's Welterweight,Silver
Hirooki Arai,M,28.0,180.0,62.0,19.14,Japan,2016,Summer,Brazil,Athletics,Athletics Men's 50 kilometres Walk,Bronze
Shizuka Arakawa,F,24.0,164.0,50.0,18.59,Japan,2006,Winter,Italy,Figure Skating,Figure Skating Women's Singles,Gold
Erika Araki,F,27.0,186.0,78.0,22.55,Japan,2012,Summer,United Kingdom,Volleyball,Volleyball Women's Volleyball,Bronze
Adriana dos Santos Arajo,F,30.0,167.0,60.0,21.51,Brazil,2012,Summer,United Kingdom,Boxing,Boxing Women's Lightweight,Bronze
Alexandra Araujo,F,32.0,167.0,67.0,24.02,Italy,2004,Summer,Greece,Water Polo,Water Polo Women's Water Polo,Gold
Eduard Arbs Borras,M,25.0,174.0,70.0,23.12,Spain,2008,Summer,China,Hockey,Hockey Men's Hockey,Silver
Katie Louise Archibald,F,22.0,178.0,70.0,22.09,United Kingdom,2016,Summer,Brazil,Cycling,Cycling Women's Team Pursuit,Gold
Yordanis Arencibia Verdecia,M,24.0,167.0,66.0,23.67,Cuba,2004,Summer,Greece,Judo,Judo Men's Half-Lightweight,Bronze
Yordanis Arencibia Verdecia,M,28.0,167.0,66.0,23.67,Cuba,2008,Summer,China,Judo,Judo Men's Half-Lightweight,Bronze
Joahnys Oscar Argilagos Prez,M,19.0,152.0,49.0,21.21,Cuba,2016,Summer,Brazil,Boxing,Boxing Men's Light-Flyweight,Bronze
Magomed Davudovich Aripgadzhiyev,M,26.0,185.0,81.0,23.67,Belarus,2004,Summer,Greece,Boxing,Boxing Men's Light-Heavyweight,Silver
William Peixoto Arjona,M,37.0,186.0,78.0,22.55,Brazil,2016,Summer,Brazil,Volleyball,Volleyball Men's Volleyball,Gold
Anna Valeryevna Arkhipova,F,31.0,176.0,63.0,20.34,Russia,2004,Summer,Greece,Basketball,Basketball Women's Basketball,Bronze
Tobias Arlt,M,26.0,178.0,77.0,24.3,Germany,2014,Winter,Russia,Luge,Luge Mixed (Men)'s Doubles,Gold
Tobias Arlt,M,26.0,178.0,77.0,24.3,Germany,2014,Winter,Russia,Luge,Luge Mixed Team Relay,Gold
"Elizabeth Mary ""Lizzie"" Armitstead (-Deignan)",F,23.0,168.0,55.0,19.49,United Kingdom,2012,Summer,United Kingdom,Cycling,"Cycling Women's Road Race, Individual",Silver
Aaron Nigel Armstrong,M,30.0,173.0,70.0,23.39,Trinidad and Tobago,2008,Summer,China,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
"Elizabeth ""Betsey"" Armstrong",F,25.0,188.0,77.0,21.79,United States of America,2008,Summer,China,Water Polo,Water Polo Women's Water Polo,Silver
"Elizabeth ""Betsey"" Armstrong",F,29.0,188.0,77.0,21.79,United States of America,2012,Summer,United Kingdom,Water Polo,Water Polo Women's Water Polo,Gold
Dylan Armstrong,M,27.0,190.0,125.0,34.63,Canada,2008,Summer,China,Athletics,Athletics Men's Shot Put,Bronze
Kristin Ann Armstrong (-Savola),F,34.0,173.0,58.0,19.38,United States of America,2008,Summer,China,Cycling,Cycling Women's Individual Time Trial,Gold
Kristin Ann Armstrong (-Savola),F,38.0,173.0,58.0,19.38,United States of America,2012,Summer,United Kingdom,Cycling,Cycling Women's Individual Time Trial,Gold
Kristin Ann Armstrong (-Savola),F,42.0,173.0,58.0,19.38,United States of America,2016,Summer,Brazil,Cycling,Cycling Women's Individual Time Trial,Gold
Judith Arndt,F,28.0,173.0,59.0,19.71,Germany,2004,Summer,Greece,Cycling,"Cycling Women's Road Race, Individual",Silver
Judith Arndt,F,36.0,173.0,59.0,19.71,Germany,2012,Summer,United Kingdom,Cycling,Cycling Women's Individual Time Trial,Silver
Clemens Arnold,M,25.0,183.0,87.0,25.98,Germany,2004,Summer,Greece,Hockey,Hockey Men's Hockey,Bronze
Virginie Arnold,F,28.0,155.0,50.0,20.81,France,2008,Summer,China,Archery,Archery Women's Team,Bronze
Emilie Hegh Arntzen,F,22.0,183.0,78.0,23.29,Norway,2016,Summer,Brazil,Handball,Handball Women's Handball,Bronze
"Jacob Joseph ""Jake"" Arrieta",M,22.0,193.0,102.0,27.38,United States of America,2008,Summer,China,Baseball,Baseball Men's Baseball,Bronze
Christine Arron,F,30.0,177.0,64.0,20.43,France,2004,Summer,Greece,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
Ins Arrondo,F,26.0,167.0,58.0,20.8,Argentina,2004,Summer,Greece,Hockey,Hockey Women's Hockey,Bronze
Yevgeniya Viktorovna Artamonova-Estes,F,29.0,191.0,75.0,20.56,Russia,2004,Summer,Greece,Volleyball,Volleyball Women's Volleyball,Silver
Bakhtiyar Garifulayevich Artayev,M,21.0,183.0,75.0,22.4,Kazakhstan,2004,Summer,Greece,Boxing,Boxing Men's Welterweight,Gold
"Alexander Vladimirovich ""Sasha"" Artemev",M,22.0,168.0,73.77,26.14,United States of America,2008,Summer,China,Gymnastics,Gymnastics Men's Team All-Around,Bronze
Olga Dmitriyevna Arteshina,F,21.0,191.0,78.0,21.38,Russia,2004,Summer,Greece,Basketball,Basketball Women's Basketball,Bronze
Sedat Artu,M,28.0,162.0,56.0,21.34,Turkey,2004,Summer,Greece,Weightlifting,Weightlifting Men's Bantamweight,Bronze
Migran Arutyunyan,M,27.0,166.0,67.0,24.31,Armenia,2016,Summer,Brazil,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Silver
Andrey Nikolayevich Aryamnov,M,20.0,172.0,105.0,35.49,Belarus,2008,Summer,China,Weightlifting,Weightlifting Men's Heavyweight,Gold
Mao Asada,F,19.0,163.0,50.0,18.82,Japan,2010,Winter,Canada,Figure Skating,Figure Skating Women's Singles,Silver
Laura Asadauskait-Zadneprovskien,F,28.0,160.0,49.0,19.14,Lithuania,2012,Summer,United Kingdom,Modern Pentathlon,Modern Pentathlon Women's Individual,Gold
Nobuharu Asahara,M,36.0,179.0,76.0,23.72,Japan,2008,Summer,China,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
Giorgi Asanidze,M,28.0,173.0,85.0,28.4,Georgia,2004,Summer,Greece,Weightlifting,Weightlifting Men's Light-Heavyweight,Gold
Sergei Aschwanden,M,32.0,181.0,92.0,28.08,Switzerland,2008,Summer,China,Judo,Judo Men's Middleweight,Bronze
Sturla sgeirsson,M,28.0,182.0,80.0,24.15,Iceland,2008,Summer,China,Handball,Handball Men's Handball,Silver
Glenn Ashby,M,30.0,170.0,76.0,26.3,Australia,2008,Summer,China,Sailing,Sailing Mixed Multihull,Silver
"Geraldina Rachel ""Dina"" Asher-Smith",F,20.0,164.0,55.0,20.45,United Kingdom,2016,Summer,Brazil,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
"Thomas John Mitchell ""Tom"" Ashley",M,24.0,188.0,70.0,19.81,New Zealand,2008,Summer,China,Sailing,Sailing Men's Windsurfer,Gold
Nickel Ashmeade,M,26.0,183.0,77.0,22.99,Jamaica,2016,Summer,Brazil,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Jessica Ashwood,F,23.0,173.0,64.0,21.38,Australia,2016,Summer,Brazil,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
Dimitra Asilian,F,32.0,170.0,60.0,20.76,Greece,2004,Summer,Greece,Water Polo,Water Polo Women's Water Polo,Silver
