name,sex,age,height,weight,bmi,country,year,season,host country,sport,event,medal
Richard Thompson,M,23.0,188.0,80.0,22.63,Trinidad and Tobago,2008,Summer,China,Athletics,Athletics Men's 100 metres,Silver
Richard Thompson,M,23.0,188.0,80.0,22.63,Trinidad and Tobago,2008,Summer,China,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Richard Thompson,M,27.0,188.0,80.0,22.63,Trinidad and Tobago,2012,Summer,United Kingdom,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
Tina Marie Thompson,F,29.0,188.0,81.0,22.92,United States of America,2004,Summer,Greece,Basketball,Basketball Women's Basketball,Gold
Tina Marie Thompson,F,33.0,188.0,81.0,22.92,United States of America,2008,Summer,China,Basketball,Basketball Women's Basketball,Gold
Lesley Allison Thompson-Willie,F,52.0,160.0,50.0,19.53,Canada,2012,Summer,United Kingdom,Rowing,Rowing Women's Coxed Eights,Silver
Camilla Ingemann Thomsen (-Haar),F,29.0,180.0,71.0,21.91,Denmark,2004,Summer,Greece,Handball,Handball Women's Handball,Gold
Peter Thomsen,M,47.0,183.0,72.0,21.5,Germany,2008,Summer,China,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
Peter Thomsen,M,51.0,183.0,72.0,21.5,Germany,2012,Summer,United Kingdom,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
Mary Elizabeth Thomson-King,F,43.0,178.0,63.0,19.88,United Kingdom,2004,Summer,Greece,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
Mary Elizabeth Thomson-King,F,47.0,178.0,63.0,19.88,United Kingdom,2008,Summer,China,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
Mary Elizabeth Thomson-King,F,51.0,178.0,63.0,19.88,United Kingdom,2012,Summer,United Kingdom,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
Pawina Thongsuk,F,25.0,156.0,68.0,27.94,Thailand,2004,Summer,Greece,Weightlifting,Weightlifting Women's Heavyweight,Gold
Andreas Thorkildsen,M,22.0,188.0,90.0,25.46,Norway,2004,Summer,Greece,Athletics,Athletics Men's Javelin Throw,Gold
Andreas Thorkildsen,M,26.0,188.0,90.0,25.46,Norway,2008,Summer,China,Athletics,Athletics Men's Javelin Throw,Gold
Victoria Thornley,F,28.0,193.0,76.0,20.4,United Kingdom,2016,Summer,Brazil,Rowing,Rowing Women's Double Sculls,Silver
"Joseph Eric ""Joe"" Thornton",M,30.0,193.0,102.0,27.38,Canada,2010,Winter,Canada,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
"Christopher ""Chris"" Thorpe",M,31.0,188.0,85.0,24.05,United States of America,2002,Winter,United States,Luge,Luge Mixed (Men)'s Doubles,Bronze
Ian James Thorpe,M,21.0,196.0,104.0,27.07,Australia,2004,Summer,Greece,Swimming,Swimming Men's 100 metres Freestyle,Bronze
Ian James Thorpe,M,21.0,196.0,104.0,27.07,Australia,2004,Summer,Greece,Swimming,Swimming Men's 200 metres Freestyle,Gold
Ian James Thorpe,M,21.0,196.0,104.0,27.07,Australia,2004,Summer,Greece,Swimming,Swimming Men's 400 metres Freestyle,Gold
Ian James Thorpe,M,21.0,196.0,104.0,27.07,Australia,2004,Summer,Greece,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
"Virginia ""Ginny"" Thrasher",F,19.0,155.0,55.0,22.89,United States of America,2016,Summer,Brazil,Shooting,"Shooting Women's Air Rifle, 10 metres",Gold
Karin Thrig (-Bucher),F,32.0,182.0,67.0,20.23,Switzerland,2004,Summer,Greece,Cycling,Cycling Women's Individual Time Trial,Bronze
Karin Thrig (-Bucher),F,36.0,182.0,67.0,20.23,Switzerland,2008,Summer,China,Cycling,Cycling Women's Individual Time Trial,Bronze
Tian Jia,F,27.0,177.0,68.0,21.71,China,2008,Summer,China,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Silver
Tian Liang,M,24.0,172.0,60.0,20.28,China,2004,Summer,Greece,Diving,Diving Men's Platform,Bronze
Tian Liang,M,24.0,172.0,60.0,20.28,China,2004,Summer,Greece,Diving,Diving Men's Synchronized Platform,Gold
Tian Qing,F,25.0,168.0,63.0,22.32,China,2012,Summer,United Kingdom,Badminton,Badminton Women's Doubles,Gold
Tian Tao,M,22.0,172.0,85.0,28.73,China,2016,Summer,Brazil,Weightlifting,Weightlifting Men's Light-Heavyweight,Silver
Terry Ronald Tiffee,M,29.0,190.0,102.0,28.25,United States of America,2008,Summer,China,Baseball,Baseball Men's Baseball,Bronze
Soslan Vaznoyevich Tigiyev,M,24.0,172.0,74.0,25.01,Uzbekistan,2008,Summer,China,Wrestling,"Wrestling Men's Middleweight, Freestyle",Silver
Taymuraz Vaznoyevich Tigiyev,M,26.0,185.0,96.0,28.05,Kazakhstan,2008,Summer,China,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver
Ivan Grigoryevich Tikhon,M,32.0,186.0,110.0,31.8,Belarus,2008,Summer,China,Athletics,Athletics Men's Hammer Throw,Bronze
Ivan Grigoryevich Tikhon,M,40.0,186.0,110.0,31.8,Belarus,2016,Summer,Brazil,Athletics,Athletics Men's Hammer Throw,Silver
Nina Minttu Maria Tikkinen,F,23.0,170.0,66.0,22.84,Finland,2010,Winter,Canada,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
Anzhelika Igorevna Timanina,F,23.0,176.0,58.0,18.72,Russia,2012,Summer,United Kingdom,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
Anna Katarina Timglas,F,20.0,168.0,62.0,21.97,Sweden,2006,Winter,Italy,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
Brittany Amanda Timko (-Baxter),F,26.0,173.0,61.0,20.38,Canada,2012,Summer,United Kingdom,Football,Football Women's Football,Bronze
"Maria Aaltje ""Marianne"" Timmer",F,31.0,174.0,63.0,20.81,Netherlands,2006,Winter,Italy,Speed Skating,"Speed Skating Women's 1,000 metres",Gold
Pieter Timmers,M,28.0,200.0,89.0,22.25,Belgium,2016,Summer,Brazil,Swimming,Swimming Men's 100 metres Freestyle,Silver
Anna Viktorovna Timofeyeva,F,29.0,178.0,86.0,27.14,Russia,2016,Summer,Brazil,Water Polo,Water Polo Women's Water Polo,Bronze
Kimmo Samuel Timonen,M,30.0,177.0,84.0,26.81,Finland,2006,Winter,Italy,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
Kimmo Samuel Timonen,M,34.0,177.0,84.0,26.81,Finland,2010,Winter,Canada,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Kimmo Samuel Timonen,M,38.0,177.0,84.0,26.81,Finland,2014,Winter,Russia,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
Amy Tinkler,F,16.0,152.0,47.0,20.34,United Kingdom,2016,Summer,Brazil,Gymnastics,Gymnastics Women's Floor Exercise,Bronze
Stuart Brian Tinney,M,51.0,180.0,71.0,21.91,Australia,2016,Summer,Brazil,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
Michael DeLorean Tinsley,M,28.0,186.0,74.0,21.39,United States of America,2012,Summer,United Kingdom,Athletics,Athletics Men's 400 metres Hurdles,Silver
Paola Tirados Snchez,F,28.0,164.0,52.0,19.33,Spain,2008,Summer,China,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
Elza Truma (-Cauce),F,23.0,170.0,72.0,24.91,Latvia,2014,Winter,Russia,Luge,Luge Mixed Team Relay,Bronze
Aleksey Viktorovich Tishchenko,M,20.0,167.0,60.0,21.51,Russia,2004,Summer,Greece,Boxing,Boxing Men's Featherweight,Gold
Aleksey Viktorovich Tishchenko,M,24.0,167.0,60.0,21.51,Russia,2008,Summer,China,Boxing,Boxing Men's Lightweight,Gold
Yelizaveta Ivanovna Tishchenko,F,29.0,190.0,76.0,21.05,Russia,2004,Summer,Greece,Volleyball,Volleyball Women's Volleyball,Silver
Yevgeny Andreyevich Tishchenko,M,25.0,196.0,91.0,23.69,Russia,2016,Summer,Brazil,Boxing,Boxing Men's Heavyweight,Gold
Margarita Grigoryevna Tishkevich-Makhneva,F,24.0,181.0,67.0,20.45,Belarus,2016,Summer,Brazil,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze
Natalie Lorraine Titcume,F,28.0,184.0,85.0,25.11,Australia,2004,Summer,Greece,Softball,Softball Women's Softball,Silver
Natalie Lorraine Titcume,F,32.0,184.0,85.0,25.11,Australia,2008,Summer,China,Softball,Softball Women's Softball,Bronze
Carl Daniel Tjrnqvist,M,29.0,188.0,91.0,25.75,Sweden,2006,Winter,Italy,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Linda Tjrhom (-Grubben),F,22.0,178.0,69.0,21.78,Norway,2002,Winter,United States,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Silver
Keith Matthew Tkachuk,M,29.0,188.0,102.0,28.86,United States of America,2002,Winter,United States,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
Tamerlan Ruslanovich Tmenov,M,27.0,185.0,127.0,37.11,Russia,2004,Summer,Greece,Judo,Judo Men's Heavyweight,Silver
Nataliya Viktorivna Tobias (Sydorenko-),F,27.0,160.0,48.0,18.75,Ukraine,2008,Summer,China,Athletics,"Athletics Women's 1,500 metres",Bronze
"Robert John ""Rob"" Tobin",M,24.0,190.0,78.0,21.61,United Kingdom,2008,Summer,China,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
Mark James Todd,M,56.0,190.0,78.0,21.61,New Zealand,2012,Summer,United Kingdom,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
Kenjiro Todoroki,M,28.0,174.0,75.0,24.77,Japan,2004,Summer,Greece,Sailing,Sailing Men's Two Person Dinghy,Bronze
Hristiana Todorova,F,21.0,173.0,52.0,17.37,Bulgaria,2016,Summer,Brazil,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze
Jonathan Bryan Toews,M,21.0,188.0,95.0,26.88,Canada,2010,Winter,Canada,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Jonathan Bryan Toews,M,25.0,188.0,95.0,26.88,Canada,2014,Winter,Russia,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Paolo Tofoli,M,37.0,188.0,81.0,22.92,Italy,2004,Summer,Greece,Volleyball,Volleyball Men's Volleyball,Silver
Tamirat Tola Abera,M,24.0,181.0,59.0,18.01,Ethiopia,2016,Summer,Brazil,Athletics,"Athletics Men's 10,000 metres",Bronze
Yasnier Toledo Lpez,M,22.0,175.0,60.0,19.59,Cuba,2012,Summer,United Kingdom,Boxing,Boxing Men's Lightweight,Bronze
Jeremy Toljan,M,21.0,182.0,72.0,21.74,Germany,2016,Summer,Brazil,Football,Football Men's Football,Silver
Mariya Yuryevna Tolkachova,F,18.0,176.0,53.0,17.11,Russia,2016,Summer,Brazil,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
Andreas Tlzer,M,32.0,192.0,131.0,35.54,Germany,2012,Summer,United Kingdom,Judo,Judo Men's Heavyweight,Bronze
Logan Maile Lei Tom,F,27.0,186.0,77.0,22.26,United States of America,2008,Summer,China,Volleyball,Volleyball Women's Volleyball,Silver
Logan Maile Lei Tom,F,31.0,186.0,77.0,22.26,United States of America,2012,Summer,United Kingdom,Volleyball,Volleyball Women's Volleyball,Silver
Sergiu Toma,M,29.0,180.0,81.0,25.0,United Arab Emirates,2016,Summer,Brazil,Judo,Judo Men's Half-Middleweight,Bronze
Vctor Toms Gonzlez,M,23.0,176.0,83.0,26.79,Spain,2008,Summer,China,Handball,Handball Men's Handball,Bronze
"Curtis ""Curt"" Tomasevicz",M,29.0,185.0,100.0,29.22,United States of America,2010,Winter,Canada,Bobsleigh,Bobsleigh Men's Four,Gold
"Curtis ""Curt"" Tomasevicz",M,33.0,185.0,100.0,29.22,United States of America,2014,Winter,Russia,Bobsleigh,Bobsleigh Men's Four,Bronze
Tatyana Ivanovna Tomashova,F,29.0,164.0,50.0,18.59,Russia,2004,Summer,Greece,Athletics,"Athletics Women's 1,500 metres",Silver
Marko Tomievi,M,26.0,174.0,80.0,26.42,Serbia,2016,Summer,Brazil,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Silver
Hiroyuki Tomita,M,23.0,166.0,58.0,21.05,Japan,2004,Summer,Greece,Gymnastics,Gymnastics Men's Team All-Around,Gold
Hiroyuki Tomita,M,23.0,166.0,58.0,21.05,Japan,2004,Summer,Greece,Gymnastics,Gymnastics Men's Parallel Bars,Silver
Hiroyuki Tomita,M,27.0,166.0,58.0,21.05,Japan,2008,Summer,China,Gymnastics,Gymnastics Men's Team All-Around,Silver
James Bruce Tomkins,M,38.0,199.0,98.0,24.75,Australia,2004,Summer,Greece,Rowing,Rowing Men's Coxless Pairs,Gold
Emma Kate Tonegato,F,21.0,165.0,63.0,23.14,Australia,2016,Summer,Brazil,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Gold
Tong Jian,M,30.0,179.0,75.0,23.41,China,2010,Winter,Canada,Figure Skating,Figure Skating Mixed Pairs,Silver
Tong Wen,F,25.0,180.0,130.0,40.12,China,2008,Summer,China,Judo,Judo Women's Heavyweight,Gold
Tong Wen,F,29.0,180.0,130.0,40.12,China,2012,Summer,United Kingdom,Judo,Judo Women's Heavyweight,Bronze
Jean-Paul Tony Helissey,M,26.0,177.0,77.0,24.58,France,2016,Summer,Brazil,Fencing,"Fencing Men's Foil, Team",Silver
Michael Toon,M,25.0,168.0,55.0,19.49,Australia,2004,Summer,Greece,Rowing,Rowing Men's Coxed Eights,Bronze
Gelena Dmitriyevna Topilina,F,22.0,175.0,56.0,18.29,Russia,2016,Summer,Brazil,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
"Miroslava ""Mirka"" Topinkov Knapkov",F,31.0,181.0,72.0,21.98,Czechia,2012,Summer,United Kingdom,Rowing,Rowing Women's Single Sculls,Gold
Jenny Louise Topping,F,24.0,167.0,78.0,27.97,United States of America,2004,Summer,Greece,Softball,Softball Women's Softball,Gold
Therese Elisabeth Torgersson,F,28.0,173.0,61.0,20.38,Sweden,2004,Summer,Greece,Sailing,Sailing Women's Two Person Dinghy,Bronze
Dmitry Nikolayevich Torgovanov,M,32.0,200.0,105.0,26.25,Russia,2004,Summer,Greece,Handball,Handball Men's Handball,Bronze
Nadezhda Viktorovna Torlopova,F,33.0,175.0,75.0,24.49,Russia,2012,Summer,United Kingdom,Boxing,Boxing Women's Middleweight,Silver
Cristian Isaac Toro Carballo,M,24.0,188.0,90.0,25.46,Spain,2016,Summer,Brazil,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",Gold
Sofia Toro Prieto-Puga,F,21.0,159.0,68.0,26.9,Spain,2012,Summer,United Kingdom,Sailing,Sailing Women's Three Person Keelboat,Gold
Oleksiy Pavlovych Torokhtiy,M,26.0,181.0,105.0,32.05,Ukraine,2012,Summer,United Kingdom,Weightlifting,Weightlifting Men's Heavyweight,Gold
Alba Torrens Salom,F,26.0,195.0,80.0,21.04,Spain,2016,Summer,Brazil,Basketball,Basketball Women's Basketball,Silver
Carlos Torrent Tarres,M,29.0,179.0,74.0,23.1,Spain,2004,Summer,Greece,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
Aureliano Torres Romn,M,22.0,179.0,73.0,22.78,Paraguay,2004,Summer,Greece,Football,Football Men's Football,Silver
"Dara Grace Torres (-Hoffman, -Minas)",F,41.0,183.0,68.0,20.31,United States of America,2008,Summer,China,Swimming,Swimming Women's 50 metres Freestyle,Silver
"Dara Grace Torres (-Hoffman, -Minas)",F,41.0,183.0,68.0,20.31,United States of America,2008,Summer,China,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
"Dara Grace Torres (-Hoffman, -Minas)",F,41.0,183.0,68.0,20.31,United States of America,2008,Summer,China,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
Eri Tosaka,F,22.0,152.0,48.0,20.78,Japan,2016,Summer,Brazil,Wrestling,"Wrestling Women's Flyweight, Freestyle",Gold
Dvid Tth,M,27.0,181.0,81.0,24.72,Hungary,2012,Summer,United Kingdom,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
Matej Tth,M,33.0,185.0,73.0,21.33,Slovakia,2016,Summer,Brazil,Athletics,Athletics Men's 50 kilometres Walk,Gold
Nomi Tth,F,28.0,180.0,67.0,20.68,Italy,2004,Summer,Greece,Water Polo,Water Polo Women's Water Polo,Gold
Tatyana Ivanovna Totmyanina,F,24.0,160.0,44.0,17.19,Russia,2006,Winter,Italy,Figure Skating,Figure Skating Mixed Pairs,Gold
Rustam Stanislavovich Totrov,M,28.0,172.0,96.0,32.45,Russia,2012,Summer,United Kingdom,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Silver
Josephine Maria Touray,F,24.0,165.0,57.0,20.94,Denmark,2004,Summer,Greece,Handball,Handball Women's Handball,Gold
"Khuloud ""Loudy"" Tourky-Wiggins",F,25.0,147.0,45.0,20.82,Australia,2004,Summer,Greece,Diving,Diving Women's Platform,Bronze
Arnaud Pierre Armand Tournant,M,26.0,180.0,80.0,24.69,France,2004,Summer,Greece,Cycling,"Cycling Men's 1,000 metres Time Trial",Silver
Arnaud Pierre Armand Tournant,M,26.0,180.0,80.0,24.69,France,2004,Summer,Greece,Cycling,Cycling Men's Team Sprint,Bronze
Arnaud Pierre Armand Tournant,M,30.0,180.0,80.0,24.69,France,2008,Summer,China,Cycling,Cycling Men's Team Sprint,Silver
Pascal Andr Jean Touron,M,31.0,176.0,70.0,22.6,France,2004,Summer,Greece,Rowing,Rowing Men's Lightweight Double Sculls,Silver
Damien Michel Touya,M,29.0,185.0,80.0,23.37,France,2004,Summer,Greece,Fencing,"Fencing Men's Sabre, Team",Gold
Gal Touya,M,30.0,184.0,76.0,22.45,France,2004,Summer,Greece,Fencing,"Fencing Men's Sabre, Team",Gold
Nicolas Jean Denis Touzaint,M,24.0,174.0,60.0,19.82,France,2004,Summer,Greece,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
Scott Joseph Touzinsky,M,26.0,198.0,86.0,21.94,United States of America,2008,Summer,China,Volleyball,Volleyball Men's Volleyball,Gold
Darian Roy Townsend,M,19.0,195.0,87.0,22.88,South Africa,2004,Summer,Greece,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
Susannah Townsend,F,27.0,168.0,61.0,21.61,United Kingdom,2016,Summer,Brazil,Hockey,Hockey Women's Hockey,Gold
Kari Traa,F,28.0,168.0,65.0,23.03,Norway,2002,Winter,United States,Freestyle Skiing,Freestyle Skiing Women's Moguls,Gold
Kari Traa,F,32.0,168.0,65.0,23.03,Norway,2006,Winter,Italy,Freestyle Skiing,Freestyle Skiing Women's Moguls,Silver
"Kenneth ""Ken"" Tralnberg",M,45.0,175.0,88.0,28.73,Canada,2002,Winter,United States,Curling,Curling Men's Curling,Silver
Lucas Tramr,M,26.0,183.0,75.0,22.4,Switzerland,2016,Summer,Brazil,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
Terrence R. Trammell,M,25.0,188.0,84.0,23.77,United States of America,2004,Summer,Greece,Athletics,Athletics Men's 110 metres Hurdles,Silver
Maksim Leonidovich Trankov,M,30.0,187.0,77.0,22.02,Russia,2014,Winter,Russia,Figure Skating,Figure Skating Mixed Pairs,Gold
Maksim Leonidovich Trankov,M,30.0,187.0,77.0,22.02,Russia,2014,Winter,Russia,Figure Skating,Figure Skating Mixed Team,Gold
Dragan Travica,M,25.0,200.0,94.0,23.5,Italy,2012,Summer,United Kingdom,Volleyball,Volleyball Men's Volleyball,Bronze
Petar Trbojevi,M,30.0,197.0,94.0,24.22,Serbia,2004,Summer,Greece,Water Polo,Water Polo Men's Water Polo,Silver
Luk Trefil,M,23.0,187.0,90.0,25.74,Czechia,2012,Summer,United Kingdom,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
Luk Trefil,M,27.0,187.0,90.0,25.74,Czechia,2016,Summer,Brazil,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
Franois-Louis Tremblay,M,21.0,173.0,73.0,24.39,Canada,2002,Winter,United States,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold
Franois-Louis Tremblay,M,25.0,173.0,73.0,24.39,Canada,2006,Winter,Italy,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,Silver
Franois-Louis Tremblay,M,25.0,173.0,73.0,24.39,Canada,2006,Winter,Italy,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver
Franois-Louis Tremblay,M,29.0,173.0,73.0,24.39,Canada,2010,Winter,Canada,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,Bronze
Franois-Louis Tremblay,M,29.0,173.0,73.0,24.39,Canada,2010,Winter,Canada,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold
Chlo Ella Trespeuch,F,19.0,176.0,63.0,20.34,France,2014,Winter,Russia,Snowboarding,Snowboarding Women's Boardercross,Bronze
Vladyslav Vasylovych Tretiak,M,24.0,175.0,60.0,19.59,Ukraine,2004,Summer,Greece,Fencing,"Fencing Men's Sabre, Individual",Bronze
Lidia Trettel,F,28.0,154.0,47.0,19.82,Italy,2002,Winter,United States,Snowboarding,Snowboarding Women's Parallel Giant Slalom,Bronze
Aleksandr Vladimirovich Tretyakov,M,24.0,186.0,84.0,24.28,Russia,2010,Winter,Canada,Skeleton,Skeleton Men's Skeleton,Bronze
Aleksandr Vladimirovich Tretyakov,M,28.0,186.0,84.0,24.28,Russia,2014,Winter,Russia,Skeleton,Skeleton Men's Skeleton,Gold
"Andrew ""Andy"" Triggs Hodge",M,29.0,192.0,97.0,26.31,United Kingdom,2008,Summer,China,Rowing,Rowing Men's Coxless Fours,Gold
"Andrew ""Andy"" Triggs Hodge",M,33.0,192.0,97.0,26.31,United Kingdom,2012,Summer,United Kingdom,Rowing,Rowing Men's Coxless Fours,Gold
"Andrew ""Andy"" Triggs Hodge",M,37.0,192.0,97.0,26.31,United Kingdom,2016,Summer,Brazil,Rowing,Rowing Men's Coxed Eights,Gold
Giovanna Trillini,F,34.0,164.0,59.0,21.94,Italy,2004,Summer,Greece,Fencing,"Fencing Women's Foil, Individual",Silver
Giovanna Trillini,F,38.0,164.0,59.0,21.94,Italy,2008,Summer,China,Fencing,"Fencing Women's Foil, Team",Bronze
Triyatno,M,20.0,161.0,77.0,29.71,Indonesia,2008,Summer,China,Weightlifting,Weightlifting Men's Featherweight,Bronze
Triyatno,M,24.0,161.0,77.0,29.71,Indonesia,2012,Summer,United Kingdom,Weightlifting,Weightlifting Men's Lightweight,Silver
Moritz Trompertz,M,20.0,180.0,76.0,23.46,Germany,2016,Summer,Brazil,Hockey,Hockey Men's Hockey,Bronze
William Troost-Ekong,M,22.0,175.0,74.0,24.16,Nigeria,2016,Summer,Brazil,Football,Football Men's Football,Bronze
Laura Rebecca Trott (-Kenny),F,20.0,164.0,56.0,20.82,United Kingdom,2012,Summer,United Kingdom,Cycling,Cycling Women's Team Pursuit,Gold
Laura Rebecca Trott (-Kenny),F,20.0,164.0,56.0,20.82,United Kingdom,2012,Summer,United Kingdom,Cycling,Cycling Women's Omnium,Gold
Laura Rebecca Trott (-Kenny),F,24.0,164.0,56.0,20.82,United Kingdom,2016,Summer,Brazil,Cycling,Cycling Women's Team Pursuit,Gold
Laura Rebecca Trott (-Kenny),F,24.0,164.0,56.0,20.82,United Kingdom,2016,Summer,Brazil,Cycling,Cycling Women's Omnium,Gold
"De'Hashia Tonnek ""DeeDee"" Trotter",F,21.0,178.0,64.0,20.2,United States of America,2004,Summer,Greece,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
"De'Hashia Tonnek ""DeeDee"" Trotter",F,29.0,178.0,64.0,20.2,United States of America,2012,Summer,United Kingdom,Athletics,Athletics Women's 400 metres,Bronze
"De'Hashia Tonnek ""DeeDee"" Trotter",F,29.0,178.0,64.0,20.2,United States of America,2012,Summer,United Kingdom,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
Murphy Edward Troy,M,27.0,203.0,107.0,25.97,United States of America,2016,Summer,Brazil,Volleyball,Volleyball Men's Volleyball,Bronze
Tina Trstenjak,F,25.0,162.0,65.0,24.77,Slovenia,2016,Summer,Brazil,Judo,Judo Women's Half-Middleweight,Gold
Rafael Joaqun Trujillo Villar,M,28.0,184.0,104.0,30.72,Spain,2004,Summer,Greece,Sailing,Sailing Men's One Person Dinghy,Silver
Pl Trulsen,M,39.0,189.0,100.0,27.99,Norway,2002,Winter,United States,Curling,Curling Men's Curling,Gold
Dmitry Vyacheslavovich Trunenkov,M,29.0,188.0,100.0,28.29,Russia,2014,Winter,Russia,Bobsleigh,Bobsleigh Men's Four,Gold
Jrme Truyens,M,28.0,178.0,70.0,22.09,Belgium,2016,Summer,Brazil,Hockey,Hockey Men's Hockey,Silver
Amy Tryon,F,34.0,180.0,75.0,23.15,United States of America,2004,Summer,Greece,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
